City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,suoyarvi,62.0833,32.35,15.310000000000002,90,62,1.57,RU,1722535966
305,kassala,15.451,36.4,25.53000000000003,72,100,5.85,SD,1722535967
306,kasongo-lunda,-6.4667,16.8167,28.120000000000005,34,86,0.96,CD,1722535968
307,severo-yeniseyskiy,60.3725,93.0408,13.300000000000011,94,85,0.88,RU,1722535970
308,pericos,25.05,-107.7,34.950000000000045,52,47,1.29,MX,1722535971
309,viedma,-40.8135,-62.9967,20.230000000000018,53,100,6.38,AR,1722535849
310,cannonvale,-20.2833,148.7,18.660000000000025,76,62,6.16,AU,1722535973
311,newala kisimani,-10.95,39.2833,18.05000000000001,71,8,3.04,TZ,1722535975
312,ola,59.5833,151.2833,9.970000000000027,88,100,5.2,RU,1722535976
313,namtsy,62.7161,129.6658,5.010000000000048,62,20,2.14,RU,1722535977
314,sao vicente,-23.9631,-46.3919,28.480000000000018,70,100,2.68,BR,1722535978
315,nemuro,43.3236,145.575,16.140000000000043,94,98,5.35,JP,1722535979
316,keflavik,64.0049,-22.5624,12.950000000000045,76,75,2.06,IS,1722535981
317,damasak,13.0977,12.4952,22.970000000000027,90,100,3.3,NG,1722535982
318,ostersund,63.1792,14.6357,16.450000000000045,72,40,7.72,SE,1722535984
319,manali,13.1667,80.2667,31.189999999999998,69,100,0.89,IN,1722535986
320,shakawe,-18.3667,21.85,20.74000000000001,18,2,2.12,BW,1722535987
321,castillos,-34.1667,-53.8333,23.32000000000005,61,74,3.89,UY,1722535988
322,bathsheba,13.2167,-59.5167,32.34000000000003,66,40,5.66,BB,1722535989
323,yuzhno-kurilsk,44.0306,145.8556,15.810000000000002,98,100,3.4,RU,1722535990
324,dire dawa,9.5931,41.8661,24.210000000000036,59,50,4.53,ET,1722535991
325,hastings,50.8552,0.5729,22.77000000000004,41,51,2.77,GB,1722535992
326,salinopolis,-0.6136,-47.3561,29.52000000000004,63,23,5.96,BR,1722535993
